# Analytical C(K) for STC model with ER backbone
# c = 3.000000
# f = 1.000000
# <K> = 12.000000
# Kmax = 100000000
# Npoints = 200 (log-spaced)
# PK_min = 0.00e+00
# C(K->inf) = f/alpha^2 = 0.062500
# Saddle-point equation: y + log(y) + log(y-1) = log(Kf) + fc + 1
# C_asymp computed by evaluating triangle formula at k* = K/y
#
# K      P(K)             C(K)           C_asymp        E[k|K]         E[tri|K]
    38   7.86260040e-04   0.16259257   0.15990046   8.05661754   114.30258007
    41   3.76523780e-04   0.15421409   0.15180865   8.59448105   126.45555021
    45   1.33383246e-04   0.14461414   0.14251737   9.30404263   143.16800016
    49   4.45657277e-05   0.13642970   0.13457937   10.00577069   160.44132976
    54   1.05068236e-05   0.12773776   0.12613231   10.87306613   182.79272746
    59   2.29746021e-06   0.12037317   0.11896162   11.73052801   205.95849173
    65   3.38817166e-07   0.11288165   0.11165458   12.74789018   234.79384030
    71   4.57188013e-08   0.10652778   0.10544706   13.75391824   264.72153657
    77   5.69043608e-09   0.10106170   0.10009946   14.74975466   295.70652663
    84   4.55976548e-10   0.09556842   0.09471835   15.89993758   333.15149869
    92   2.27817923e-11   0.09020623   0.08945899   17.20061104   377.60329105
   101   6.87772679e-13   0.08508123   0.08442609   18.64805759   429.66019004
   110   1.83400285e-14   0.08070423   0.08012300   20.08046970   483.82187387
   120   2.86443648e-16   0.07652655   0.07601176   21.65617702   546.39956311
   132   1.64821776e-18   0.07225662   0.07180560   23.52721963   624.73073869
   144   8.04223009e-21   0.06861852   0.06821854   25.37885307   706.49631593
   157   2.12716244e-23   0.06523327   0.06487805   27.36510537   798.84664958
   172   1.85204233e-26   0.06188976   0.06157616   29.63404008   910.15074533
   188   8.15276797e-30   0.05884263   0.05856474   32.02991825   1034.33569131
   206   1.07743330e-33   0.05591326   0.05566769   34.69834253   1180.60853959
   225   6.77135288e-38   0.05326830   0.05305021   37.48719574   1342.36117819
   246   1.17607154e-42   0.05076200   0.05056845   40.53973392   1529.71281162
   268   9.21689906e-48   0.04850507   0.04833239   43.70731087   1735.41425693
   293   1.06743269e-53   0.04629965   0.04614623   47.27290719   1980.60658613
   321   1.68278103e-60   0.04418500   0.04404898   51.22781366   2269.34152098
   351   5.94991956e-68   0.04224469   0.04212372   55.42457158   2594.87995160
   383   4.54303725e-76   0.04046535   0.04035741   59.85941960   2960.16147799
   419   2.17012393e-85   0.03874435   0.03864832   64.80231113   3392.88132095
   458   1.08124367e-95   0.03714303   0.03705746   70.10728401   3887.12988735
   501   2.82294966e-107   0.03562575   0.03554953   75.90232037   4462.12508850
   548   3.51853292e-120   0.03420059   0.03413265   82.17810204   5125.91573215
   599   1.91782409e-134   0.03287009   0.03280946   88.92597532   5887.06596233
   654   4.21070387e-150   0.03163303   0.03157882   96.13794027   6754.63302567
   715   8.98489405e-168   0.03044969   0.03040127   104.06542679   7772.43446332
   782   1.62209151e-187   0.02932962   0.02928639   112.69489919   8956.41591544
   855   2.17324637e-209   0.02827738   0.02823874   122.01372378   10323.64632054
   934   1.91033290e-233   0.02729394   0.02725935   132.01018097   11892.26851864
  1021   2.33701317e-260   0.02635787   0.02632692   142.92326192   13724.80652307
  1117   1.61539761e-290   0.02546563   0.02543797   154.86044633   15872.37373507
  1221   0.00000000e+00   0.02463009   0.02460531   167.68060642   18344.73482657
  1334   0.00000000e+00   0.02384391   0.02382170   181.49147202   21199.88120300
  1459   0.00000000e+00   0.02309061   0.02307073   196.63917768   24559.43055882
  1595   0.00000000e+00   0.02238054   0.02236272   212.98032509   28450.47386140
  1743   0.00000000e+00   0.02171012   0.02169414   230.61442332   32959.28337741
  1906   0.00000000e+00   0.02106919   0.02105486   249.87389666   38250.38132595
  2083   0.00000000e+00   0.02046464   0.02045178   270.61434043   44375.58347929
  2277   0.00000000e+00   0.01988847   0.01987693   293.16006515   51535.52103917
  2489   0.00000000e+00   0.01934067   0.01933031   317.59631862   59884.81287538
  2721   0.00000000e+00   0.01881871   0.01880941   344.12063833   69639.78118605
  2975   0.00000000e+00   0.01832087   0.01831252   372.92548244   81048.33774175
  3252   0.00000000e+00   0.01784748   0.01783998   404.08648100   94344.02916320
  3555   0.00000000e+00   0.01739556   0.01738882   437.90066890   109891.83211404
  3886   0.00000000e+00   0.01696437   0.01695831   474.54703093   128056.47675621
  4248   0.00000000e+00   0.01655216   0.01654672   514.31008698   149310.91235613
  4644   0.00000000e+00   0.01615773   0.01615283   557.46735917   174197.23477914
  5077   0.00000000e+00   0.01578020   0.01577579   604.28979011   203334.56418497
  5550   0.00000000e+00   0.01541889   0.01541493   655.04216034   237427.44358056
  6067   0.00000000e+00   0.01507263   0.01506906   710.08957662   277354.61399804
  6632   0.00000000e+00   0.01474057   0.01473736   769.78858663   324121.41284874
  7250   0.00000000e+00   0.01442161   0.01441872   834.59217669   378965.60977375
  7926   0.00000000e+00   0.01411501   0.01411241   904.94268866   443307.08851124
  8664   0.00000000e+00   0.01382065   0.01381831   981.16954838   518662.84674650
  9471   0.00000000e+00   0.01353733   0.01353522   1063.90229474   607084.06914289
 10354   0.00000000e+00   0.01326430   0.01326240   1153.75563061   710933.16541035
 11319   0.00000000e+00   0.01300132   0.01299961   1251.22961877   832789.73479143
 12373   0.00000000e+00   0.01274798   0.01274644   1356.91401264   975722.40085618
 13526   0.00000000e+00   0.01250336   0.01250197   1471.68373905   1143677.11649175
 14786   0.00000000e+00   0.01226726   0.01226601   1596.19666696   1340878.79535677
 16164   0.00000000e+00   0.01203905   0.01203792   1731.39060660   1572652.85386983
 17670   0.00000000e+00   0.01181847   0.01181746   1878.08553657   1844929.89975983
 19316   0.00000000e+00   0.01160513   0.01160421   2037.27739415   2164869.97980328
 21116   0.00000000e+00   0.01139853   0.01139771   2210.13241504   2541099.84789766
 23083   0.00000000e+00   0.01119850   0.01119775   2397.69666421   2983290.49261820
 25234   0.00000000e+00   0.01100457   0.01100389   2601.37265778   3503466.41890181
 27585   0.00000000e+00   0.01081654   0.01081593   2822.43915067   4115177.75072860
 30155   0.00000000e+00   0.01063411   0.01063356   3062.42837546   4834763.54506785
 32965   0.00000000e+00   0.01045697   0.01045647   3323.02573123   5681573.99538727
 36036   0.00000000e+00   0.01028495   0.01028451   3605.88182628   6677800.54193055
 39394   0.00000000e+00   0.01011775   0.01011735   3913.07044809   7850602.72419512
 43064   0.00000000e+00   0.00995521   0.00995485   4246.53195968   9230798.86137130
 47077   0.00000000e+00   0.00979707   0.00979674   4608.70851083   10856115.86381663
 51463   0.00000000e+00   0.00964319   0.00964290   5001.90303079   12769459.70852919
 56258   0.00000000e+00   0.00949336   0.00949309   5428.90642415   15022792.60733707
 61500   0.00000000e+00   0.00934740   0.00934716   5892.63017137   17676817.60535591
 67230   0.00000000e+00   0.00920518   0.00920496   6396.19145279   20802814.80301951
 73493   0.00000000e+00   0.00906655   0.00906635   6942.99507809   24484889.62150511
 80341   0.00000000e+00   0.00893132   0.00893114   7536.98528987   28824031.66738541
 87826   0.00000000e+00   0.00879940   0.00879924   8182.02892457   33936297.63420781
 96009   0.00000000e+00   0.00867064   0.00867050   8882.68809782   39961394.01722400
104955   0.00000000e+00   0.00854492   0.00854479   9643.77619926   47063059.23175219
114733   0.00000000e+00   0.00842215   0.00842203   10470.35229815   55432684.76406448
125423   0.00000000e+00   0.00830219   0.00830209   11368.30213566   65300087.67011029
137109   0.00000000e+00   0.00818496   0.00818486   12343.73249238   76933463.75448655
149884   0.00000000e+00   0.00807035   0.00807026   13403.38075870   90650451.53136191
163849   0.00000000e+00   0.00795827   0.00795820   14554.51644447   106825238.14654063
179115   0.00000000e+00   0.00784865   0.00784858   15805.09161682   125900175.37291516
195803   0.00000000e+00   0.00774139   0.00774132   17163.72375408   148397033.91986674
214046   0.00000000e+00   0.00763641   0.00763635   18639.84088783   174932852.43495739
233989   0.00000000e+00   0.00753364   0.00753359   20243.66143666   206235707.65790141
255791   0.00000000e+00   0.00743300   0.00743296   21986.33453283   243166214.93686926
279623   0.00000000e+00   0.00733445   0.00733440   23879.75883636   286735566.02639788
305676   0.00000000e+00   0.00723789   0.00723785   25937.19568623   338145288.98459166
334156   0.00000000e+00   0.00714328   0.00714325   28172.84331936   398809086.41322941
365290   0.00000000e+00   0.00705056   0.00705052   30602.28258789   470400514.84868157
399324   0.00000000e+00   0.00695966   0.00695963   33242.28871318   554891261.11299813
436530   0.00000000e+00   0.00687054   0.00687051   36111.34228284   654618167.04081726
477202   0.00000000e+00   0.00678314   0.00678312   39229.28216013   772332881.83740759
521664   0.00000000e+00   0.00669742   0.00669740   42617.88315078   911293563.80233955
570268   0.00000000e+00   0.00661332   0.00661330   46300.65885244   1075342700.59852600
623401   0.00000000e+00   0.00653081   0.00653079   50303.34822543   1269027706.80300093
681484   0.00000000e+00   0.00644983   0.00644981   54653.78884338   1497714289.43395472
744979   0.00000000e+00   0.00637035   0.00637034   59382.38956458   1767749791.25850058
814390   0.00000000e+00   0.00629233   0.00629231   64522.14514207   2086630839.32234430
890268   0.00000000e+00   0.00621572   0.00621571   70108.94519060   2463216827.47346210
973215   0.00000000e+00   0.00614050   0.00614049   76181.80098756   2907976144.86111689
1063891   0.00000000e+00   0.00606662   0.00606661   82783.28383493   3433292336.90458632
1163015   0.00000000e+00   0.00599406   0.00599405   89959.51707300   4053788239.99575996
1271375   0.00000000e+00   0.00592277   0.00592276   97760.81613841   4786761151.67846489
1389831   0.00000000e+00   0.00585273   0.00585272   106241.80938231   5652649016.47177696
1519324   0.00000000e+00   0.00578390   0.00578390   115461.98284726   6675619194.58373451
1660881   0.00000000e+00   0.00571627   0.00571626   125485.92675293   7884228891.16336536
1815628   0.00000000e+00   0.00564979   0.00564978   136384.13805391   9312269969.79113579
1984793   0.00000000e+00   0.00558444   0.00558443   148233.10077619   10999670506.53969193
2169719   0.00000000e+00   0.00552019   0.00552019   161116.06115932   12993646241.03841400
2371875   0.00000000e+00   0.00545703   0.00545702   175123.64248102   15350037898.39633560
2592866   0.00000000e+00   0.00539491   0.00539491   190354.37451615   18134868704.04749680
2834447   0.00000000e+00   0.00533383   0.00533383   206915.48293283   21426222120.76106644
3098537   0.00000000e+00   0.00527375   0.00527375   224923.65724502   25316450608.67758179
3387232   0.00000000e+00   0.00521466   0.00521465   244505.73075966   29914751669.16364670
3702825   0.00000000e+00   0.00515652   0.00515652   265799.81447141   35350304991.42349243
4047823   0.00000000e+00   0.00509933   0.00509933   288956.19921966   41775914383.87226105
4424965   0.00000000e+00   0.00504306   0.00504305   314138.30130980   49372296873.60809326
4837245   0.00000000e+00   0.00498768   0.00498768   341523.91547808   58353218075.28284454
5287938   0.00000000e+00   0.00493319   0.00493319   371306.63276801   68971601743.23408508
5780623   0.00000000e+00   0.00487956   0.00487955   403697.02443618   81526639365.13870239
6319213   0.00000000e+00   0.00482677   0.00482677   438924.25319709   96372313423.78726196
6907983   0.00000000e+00   0.00477480   0.00477480   477237.51302139   113927355408.12539673
7551610   0.00000000e+00   0.00472365   0.00472365   518908.20833883   134687309881.95587158
8255205   0.00000000e+00   0.00467329   0.00467328   564231.56215407   159238470984.45175171
9024354   0.00000000e+00   0.00462370   0.00462370   613528.76073381   188274544187.44189453
9865167   0.00000000e+00   0.00457487   0.00457487   667149.55334314   222616554207.04409790
10784319   0.00000000e+00   0.00452678   0.00452678   725474.27929220   263235916419.08087158
11789110   0.00000000e+00   0.00447943   0.00447943   788917.04370358   311282369934.21258545
12887518   0.00000000e+00   0.00443279   0.00443279   857928.37388398   368116510554.13098145
14088267   0.00000000e+00   0.00438684   0.00438684   932998.74734625   435348791753.19604492
15400892   0.00000000e+00   0.00434159   0.00434159   1014661.84577929   514885225450.04595947
16835816   0.00000000e+00   0.00429701   0.00429701   1103498.47204380   608981797283.65112305
18404434   0.00000000e+00   0.00425308   0.00425308   1200140.80186316   720308924588.87170410
20119202   0.00000000e+00   0.00420981   0.00420981   1305276.83814661   852027600259.98095703
21993738   0.00000000e+00   0.00416716   0.00416716   1419655.48894322   1007879841272.78869629
24042927   0.00000000e+00   0.00412514   0.00412514   1544091.76535340   1192295374819.94775391
26283042   0.00000000e+00   0.00408373   0.00408373   1679472.82091806   1410518505289.43261719
28731872   0.00000000e+00   0.00404292   0.00404292   1826764.26667926   1668758019127.22167969
31408863   0.00000000e+00   0.00400270   0.00400270   1987017.11349896   1974364813842.11254883
34335273   0.00000000e+00   0.00396305   0.00396305   2161375.38300073   2336042394342.25634766
37534341   0.00000000e+00   0.00392397   0.00392397   2351084.36800362   2764096178966.71972656
41031471   0.00000000e+00   0.00388544   0.00388544   2557499.58315463   3270728718046.92871094
44854434   0.00000000e+00   0.00384746   0.00384746   2782096.56244760   3870389519241.74804688
49033587   0.00000000e+00   0.00381001   0.00381001   3026481.42141146   4580189162652.09472656
53602119   0.00000000e+00   0.00377309   0.00377309   3292402.74396652   5420391047486.85156250
58596308   0.00000000e+00   0.00373668   0.00373668   3581763.83059893   6414991891299.86523438
64055812   0.00000000e+00   0.00370077   0.00370077   3896636.62444281   7592411198680.18554688
70023987   0.00000000e+00   0.00366537   0.00366537   4239276.86572315   8986308371819.61718750
76548225   0.00000000e+00   0.00363045   0.00363045   4612140.04183912   10636548634102.12500000
83680336   0.00000000e+00   0.00359601   0.00359601   5017899.47609127   12590350434079.53710938
91476957   0.00000000e+00   0.00356204   0.00356204   5459465.53344858   14903643019509.32031250
100000000   0.00000000e+00   0.00352854   0.00352853   5940006.59021692   17642675112969.52734375
