# Analytical C(K) for STC model with ER backbone
# c = 10.000000
# f = 1.000000
# <K> = 110.000000
# Kmax = 100000000
# Npoints = 200 (log-spaced)
# PK_min = 0.00e+00
# C(K->inf) = f/alpha^2 = 0.008264
# Saddle-point equation: y + log(y) + log(y-1) = log(Kf) + fc + 1
# C_asymp computed by evaluating triangle formula at k* = K/y
#
# K      P(K)             C(K)           C_asymp        E[k|K]         E[tri|K]
   157   4.33010754e-03   0.07904377   0.07875946   13.92979397   967.97005538
   172   2.50441302e-03   0.07316354   0.07291967   15.15403416   1075.94296941
   188   1.24751366e-03   0.06788357   0.06767338   16.45179557   1193.25747789
   206   5.01745069e-04   0.06288384   0.06270325   17.90275541   1327.79235282
   225   1.67995298e-04   0.05843824   0.05828208   19.42495247   1472.64370070
   246   4.33844365e-05   0.05429016   0.05415522   21.09725484   1636.03409118
   268   9.05444126e-06   0.05061222   0.05049480   22.83885602   1810.80402291
   293   1.28973231e-06   0.04707444   0.04697275   24.80631966   2013.75053185
   321   1.19792691e-07   0.04373806   0.04365018   26.99658500   2246.38700776
   351   7.63557204e-09   0.04072820   0.04065193   29.32920662   2501.72988524
   383   3.26806178e-10   0.03801432   0.03794782   31.80279919   2780.86131273
   419   7.41031048e-12   0.03543441   0.03537660   34.56935388   3103.02691471
   458   9.42372908e-14   0.03307634   0.03302596   37.54889020   3461.53842282
   501   5.74072308e-16   0.03088229   0.03083838   40.81486695   3868.00650554
   548   1.58820962e-18   0.02885951   0.02882119   44.36386914   4325.40617611
   599   1.89713760e-21   0.02700656   0.02697304   48.19269402   4836.90267099
   654   9.32914735e-25   0.02531644   0.02528703   52.29835180   5405.84543233
   715   1.34277214e-28   0.02373104   0.02370525   56.82610640   6057.46744174
   782   5.22046961e-33   0.02226040   0.02223778   61.77091051   6797.68192853
   855   5.07908879e-38   0.02090699   0.02088711   67.12800866   7632.82870208
   934   1.15043216e-43   0.01966822   0.01965070   72.89294786   8569.66036721
  1021   4.00162998e-50   0.01851395   0.01849852   79.20631883   9640.40024779
  1117   1.61237224e-57   0.01743755   0.01742395   86.13385694   10868.57987006
  1221   8.08543266e-66   0.01645177   0.01643976   93.59695883   12253.44361044
  1334   3.80063252e-75   0.01554493   0.01553430   101.66136404   13821.16792146
  1459   8.30387894e-86   0.01469581   0.01468640   110.53323263   15630.62390593
  1595   8.89201192e-98   0.01391402   0.01390568   120.13295798   17687.71193424
  1743   3.32714051e-111   0.01319328   0.01318588   130.52303228   20029.41389276
  1906   1.97123336e-126   0.01252075   0.01251418   141.90424460   22730.98173424
  2083   1.92548580e-143   0.01190183   0.01189599   154.19641775   25807.97084331
  2277   1.32908249e-162   0.01132652   0.01132132   167.59709418   29349.57803221
  2489   4.18703401e-184   0.01079322   0.01078859   182.16303027   33419.23440481
  2721   3.01117082e-208   0.01029799   0.01029386   198.01845192   38108.31515497
  2975   2.38493353e-235   0.00983777   0.00983408   215.28551611   43520.55890427
  3252   1.25045647e-265   0.00941152   0.00940823   234.01696465   49750.46501597
  3555   1.53450978e-299   0.00901527   0.00901233   254.39927438   56951.57135694
  3886   0.00000000e+00   0.00864720   0.00864457   276.54899810   65273.86090453
  4248   0.00000000e+00   0.00830471   0.00830236   300.64743421   74913.73441780
  4644   0.00000000e+00   0.00798579   0.00798368   326.87296592   86095.20149930
  5077   0.00000000e+00   0.00768878   0.00768689   355.40120597   99073.20373784
  5550   0.00000000e+00   0.00741224   0.00741054   386.40514429   114137.18496177
  6067   0.00000000e+00   0.00715441   0.00715289   420.12034778   131649.82082273
  6632   0.00000000e+00   0.00691388   0.00691252   456.77874628   152025.20556220
  7250   0.00000000e+00   0.00668913   0.00668790   496.67321523   175774.52644748
  7926   0.00000000e+00   0.00647897   0.00647786   540.09208131   203483.46641727
  8664   0.00000000e+00   0.00628265   0.00628165   587.25560067   235775.96054440
  9471   0.00000000e+00   0.00609879   0.00609790   638.57150694   273501.45750255
 10354   0.00000000e+00   0.00592636   0.00592556   694.44114909   317638.04345713
 11319   0.00000000e+00   0.00576470   0.00576397   755.19698674   369253.16243497
 12373   0.00000000e+00   0.00561305   0.00561240   821.22943645   429619.71340390
 13526   0.00000000e+00   0.00547045   0.00546986   893.11001110   500379.65383641
 14786   0.00000000e+00   0.00533635   0.00533581   971.27765240   583291.99923764
 16164   0.00000000e+00   0.00521001   0.00520953   1056.35008891   680580.10228272
 17670   0.00000000e+00   0.00509094   0.00509051   1148.87457525   794724.70312442
 19316   0.00000000e+00   0.00497859   0.00497820   1249.51281199   928728.18345300
 21116   0.00000000e+00   0.00487241   0.00487205   1359.03846429   1086216.37460832
 23083   0.00000000e+00   0.00477200   0.00477168   1478.15352849   1271265.42182754
 25234   0.00000000e+00   0.00467688   0.00467659   1607.79097306   1488954.58110486
 27585   0.00000000e+00   0.00458671   0.00458645   1748.81039262   1745025.77677177
 30155   0.00000000e+00   0.00450112   0.00450088   1902.23833501   2046419.98499775
 32965   0.00000000e+00   0.00441975   0.00441954   2069.20549261   2401380.13695213
 36036   0.00000000e+00   0.00434234   0.00434215   2250.82668007   2819391.68686161
 39394   0.00000000e+00   0.00426858   0.00426840   2448.49530834   3312089.46956627
 43064   0.00000000e+00   0.00419822   0.00419806   2663.52667907   3892726.46880511
 47077   0.00000000e+00   0.00413101   0.00413086   2897.56763687   4577562.01949571
 51463   0.00000000e+00   0.00406675   0.00406662   3152.18409000   5385161.44588492
 56258   0.00000000e+00   0.00400521   0.00400510   3429.26707881   6338062.90719373
 61500   0.00000000e+00   0.00394623   0.00394612   3730.79648075   7462686.32384457
 67230   0.00000000e+00   0.00388962   0.00388952   4058.89686583   8790157.39199099
 73493   0.00000000e+00   0.00383523   0.00383514   4415.89190341   10357318.63625318
 80341   0.00000000e+00   0.00378289   0.00378282   4804.47060420   12208528.35244660
 87826   0.00000000e+00   0.00373250   0.00373243   5227.28552915   14394970.11468887
 96009   0.00000000e+00   0.00368390   0.00368384   5687.45963205   16978416.24071372
104955   0.00000000e+00   0.00363699   0.00363693   6188.29760005   20031518.41822516
114733   0.00000000e+00   0.00359166   0.00359161   6733.28303275   23639499.64422888
125423   0.00000000e+00   0.00354781   0.00354776   7326.46338324   27904966.01668165
137109   0.00000000e+00   0.00350535   0.00350531   7972.05310855   32948098.57338520
149884   0.00000000e+00   0.00346419   0.00346416   8674.70596972   38911679.84622098
163849   0.00000000e+00   0.00342426   0.00342423   9439.45247814   45964471.36789664
179115   0.00000000e+00   0.00338549   0.00338546   10271.80233643   54306615.59764954
195803   0.00000000e+00   0.00334780   0.00334777   11177.73603553   64174962.08071350
214046   0.00000000e+00   0.00331113   0.00331110   12163.80471418   75850497.31480731
233989   0.00000000e+00   0.00327543   0.00327540   13237.12022014   89665853.84783606
255791   0.00000000e+00   0.00324064   0.00324062   14405.45257865   106015471.20470014
279623   0.00000000e+00   0.00320671   0.00320669   15677.11219832   125364371.54663956
305676   0.00000000e+00   0.00317360   0.00317358   17061.36552700   148266748.68663362
334156   0.00000000e+00   0.00314127   0.00314125   18568.15406041   175376834.13439626
365290   0.00000000e+00   0.00310967   0.00310965   20208.39904769   207471506.98421922
399324   0.00000000e+00   0.00307877   0.00307875   21993.88000193   245469020.02635616
436530   0.00000000e+00   0.00304853   0.00304852   23937.58579551   290460977.31517953
477202   0.00000000e+00   0.00301893   0.00301892   26053.48625258   343736932.45733154
521664   0.00000000e+00   0.00298993   0.00298992   28356.93023161   406828438.55694103
570268   0.00000000e+00   0.00296150   0.00296149   30864.51938194   481547440.60084486
623401   0.00000000e+00   0.00293363   0.00293362   33594.44695242   570044775.71191823
681484   0.00000000e+00   0.00290628   0.00290627   36566.42023924   674866229.12557542
744979   0.00000000e+00   0.00287943   0.00287943   39801.99231846   799032385.62758780
814390   0.00000000e+00   0.00285307   0.00285307   43324.58236739   946121644.37341487
890268   0.00000000e+00   0.00282717   0.00282717   47159.69789555   1120375638.13542271
973215   0.00000000e+00   0.00280172   0.00280172   51335.10203584   1326821380.63551188
1063891   0.00000000e+00   0.00277670   0.00277670   55881.12764624   1571423083.33530331
1163015   0.00000000e+00   0.00275209   0.00275209   60830.68565237   1861244539.92999315
1271375   0.00000000e+00   0.00272788   0.00272788   66219.72078666   2204665829.25766039
1389831   0.00000000e+00   0.00270406   0.00270405   72087.31132988   2611617680.76335621
1519324   0.00000000e+00   0.00268060   0.00268060   78476.06295886   3093876906.31479311
1660881   0.00000000e+00   0.00265751   0.00265751   85432.29819295   3665399854.77635002
1815628   0.00000000e+00   0.00263476   0.00263476   93006.63339884   4342747957.70805073
1984793   0.00000000e+00   0.00261235   0.00261235   101254.05693033   5145546169.50549793
2169719   0.00000000e+00   0.00259026   0.00259026   110234.49156870   6097066895.27421761
2371875   0.00000000e+00   0.00256850   0.00256850   120013.24881049   7224910889.99260426
2592866   0.00000000e+00   0.00254704   0.00254704   130661.42617397   8561803087.99887371
2834447   0.00000000e+00   0.00252588   0.00252587   142256.48874538   10146553317.90161133
3098537   0.00000000e+00   0.00250501   0.00250500   154882.83926809   12025189752.01139069
3387232   0.00000000e+00   0.00248442   0.00248442   168632.32972399   14252285294.63771629
3702825   0.00000000e+00   0.00246411   0.00246411   183605.09499945   16892574032.45763779
4047823   0.00000000e+00   0.00244406   0.00244406   199910.22850248   20022834873.59194565
4424965   0.00000000e+00   0.00242428   0.00242428   217666.49214138   23734115885.74991608
4837245   0.00000000e+00   0.00240476   0.00240476   237003.24725703   28134402051.51020432
5287938   0.00000000e+00   0.00238548   0.00238548   258061.50765226   33351796093.03620911
5780623   0.00000000e+00   0.00236645   0.00236645   280994.83301910   39538232767.16300201
6319213   0.00000000e+00   0.00234766   0.00234766   305970.53014113   46873938815.38470459
6907983   0.00000000e+00   0.00232910   0.00232910   333170.73913304   55572660123.70471191
7551610   0.00000000e+00   0.00231077   0.00231077   362794.05126511   65888000875.79687500
8255205   0.00000000e+00   0.00229267   0.00229267   395056.72953951   78120774750.53150940
9024354   0.00000000e+00   0.00227478   0.00227478   430194.31796944   92627808449.59541321
9865167   0.00000000e+00   0.00225711   0.00225711   468463.58455818   109832479790.50634766
10784319   0.00000000e+00   0.00223964   0.00223964   510144.06566793   130236973637.33937073
11789110   0.00000000e+00   0.00222239   0.00222239   555540.44023130   154437134968.41638184
12887518   0.00000000e+00   0.00220533   0.00220533   604984.54491879   183139824180.00506592
14088267   0.00000000e+00   0.00218848   0.00218848   658838.02500699   217183755089.71789551
15400892   0.00000000e+00   0.00217182   0.00217182   717494.80259592   257563982273.72598267
16835816   0.00000000e+00   0.00215535   0.00215535   781384.03425855   305461113162.10540771
18404434   0.00000000e+00   0.00213907   0.00213907   850973.32520318   362275988140.25152588
20119202   0.00000000e+00   0.00212297   0.00212297   926772.10615988   429670743972.11755371
21993738   0.00000000e+00   0.00210706   0.00210706   1009335.47768772   509617690333.51556396
24042927   0.00000000e+00   0.00209132   0.00209132   1099268.16083655   604457098962.61120605
26283042   0.00000000e+00   0.00207576   0.00207576   1197229.07653944   716966057364.56518555
28731872   0.00000000e+00   0.00206037   0.00206037   1303936.14792269   850440011487.96203613
31408863   0.00000000e+00   0.00204515   0.00204515   1420171.58149684   1008789592718.83032227
34335273   0.00000000e+00   0.00203010   0.00203010   1546787.66010696   1196655601489.80297852
37534341   0.00000000e+00   0.00201522   0.00201522   1684713.03673087   1419545478669.17749023
41031471   0.00000000e+00   0.00200049   0.00200049   1834959.56152603   1683995250540.97143555
44854434   0.00000000e+00   0.00198593   0.00198593   1998629.75925640   1997761824369.27954102
49033587   0.00000000e+00   0.00197152   0.00197152   2176924.90081330   2370051101496.08789062
53602119   0.00000000e+00   0.00195726   0.00195726   2371154.08110850   2811789377718.09960938
58596308   0.00000000e+00   0.00194316   0.00194316   2582743.60479040   3335944438923.17382812
64055812   0.00000000e+00   0.00192921   0.00192921   2813247.64448993   3957907652557.27246094
70023987   0.00000000e+00   0.00191540   0.00191540   3064359.84995911   4695947704693.44140625
76548225   0.00000000e+00   0.00190174   0.00190174   3337925.59546042   5571748104680.25878906
83680336   0.00000000e+00   0.00188822   0.00188822   3635955.85489285   6611046863749.05273438
91476957   0.00000000e+00   0.00187485   0.00187485   3960641.96289481   7844394895897.59375000
100000000   0.00000000e+00   0.00186161   0.00186161   4314371.74222586   9308056453497.67382812
